species,rhythmic_p,mesor,amplitude,phase_radians,peak_time_hours,people
Capnocytophaga.gingivalis,0.346386863,0.00442061,0.007189774,4.774588018,18.23758282,P07
Fusobacterium.nucleatum,0.402312055,0.004528776,0.012386953,4.560599239,17.4202059,P07
Streptococcus.koreensis,0.364954651,0.004859115,0.00929787,4.68986819,17.91397692,P07
Streptococcus.sp..A12,0.354076608,0.001668242,0.003166542,4.722716336,18.03944759,P07
Mogibacterium.diversum,0.540388467,0.002511101,0.003017898,4.46086093,17.03923362,P07
Lautropia.mirabilis,0.136343261,0.007634819,0.009806988,0.077317809,0.295332276,P07
Pauljensenia.hongkongensis,0.414159679,0.000904805,0.002248942,4.44650599,16.98440179,P07
Actinomyces.sp..oral.taxon.169,0.114790367,0.003773094,0.00470333,0.115848997,0.442510574,P07
Streptococcus.sp..I.G2,0.318932631,0.004089091,0.006400337,4.856461832,18.55031776,P07
Streptococcus.lactarius,0.277015601,0.000993451,0.001207993,5.136705591,19.62077006,P07
X.Eubacterium..sulci,0.936372254,0.002295425,0.000129346,2.239749902,8.555214435,P07
Prevotella.nigrescens,0.547433209,0.004253864,0.001813775,5.579120698,21.31067129,P07
Streptococcus.sp..NPS.308,0.124915976,0.002301328,0.00240526,5.889238075,22.49523242,P07
Capnocytophaga.sputigena,0.209234965,0.002171988,0.00189719,5.834848846,22.28748087,P07
Streptococcus.sp..ZB199,0.376809991,2.80E-05,0.000205708,4.276312121,16.3343091,P07
Streptococcus.vestibularis,0.180283162,0.000865773,0.001029257,6.174374592,23.58437368,P07
Actinomyces.sp..oral.taxon.171,0.170245508,0.001998021,0.002399098,0.136602704,0.521783894,P07
Neisseria.subflava,0.256944395,0.056236963,0.060608427,5.19007497,19.82462607,P07
Parvimonas.micra,0.339136518,0.00512995,0.003221182,5.484548791,20.94943322,P07
Actinomyces.viscosus,0.191684488,0.00035184,0.000312462,5.995911223,22.90269383,P07
Prevotella.intermedia,0.420458664,0.002437644,0.00487541,4.62149258,17.65280132,P07
Streptococcus.sp..VT.162,0.113807786,0.002340732,0.00264184,6.027956312,23.02509705,P07
Tannerella.sp..oral.taxon.HOT.286,0.502033447,0.001095686,0.001086435,4.743893054,18.1203367,P07
Neisseria.mucosa,0.304166614,0.070080605,0.085251445,5.03540635,19.23383547,P07
Porphyromonas.sp..oral.taxon.275,0.42118204,0.00452895,0.004959967,4.905220675,18.73656282,P07
Campylobacter.showae,0.442907601,0.004713376,0.002020545,5.938496849,22.68338707,P07
Streptococcus.sp..1643,0.132132338,0.002577838,0.002640446,5.721579345,21.85482324,P07
Prevotella.jejuni,0.601076247,0.000538108,0.000430458,4.722108011,18.03712396,P07
Selenomonas.sputigena,0.481885721,0.001157066,0.000518456,0.963191209,3.679119411,P07
Streptococcus.suis,0.123321451,0.000985804,0.001144168,6.230721059,23.79960133,P07
Neisseria.elongata,0.186864824,0.011285097,0.01318883,0.211277426,0.807020322,P07
Prevotella.oris,0.188147736,0.018119398,0.021115868,0.466907329,1.783454626,P07
Neisseria.sicca,0.300290907,0.007873857,0.009420863,5.04437529,19.26809429,P07
Arachnia.propionica,0.202140058,0.00044166,0.000469092,0.080962915,0.309255556,P07
Lachnospiraceae.bacterium.oral.taxon.096,0.442097162,7.50E-05,0.000232179,4.198315966,16.03638573,P07
Cardiobacterium.hominis,0.204768475,0.00126047,0.001445104,0.108416227,0.414119481,P07
Streptococcus.mutans,0.016449741,2.56E-05,3.21E-05,1.575786835,6.019062338,P07
Olsenella.sp..oral.taxon.807,0.493882238,0.000632576,0.000540583,4.559395078,17.41560634,P07
Streptococcus.equinus,0.142662223,0.001322862,0.001518858,6.120507062,23.37861488,P07
Candidatus.Saccharibacteria.bacterium.oral.taxon.488,0.406603703,0.000395664,0.000347716,4.970482903,18.98584616,P07
Mogibacterium.pumilum,0.193458345,0.005165101,0.005389975,0.580911674,2.218919145,P07
Streptococcus.sp..FDAARGOS_192,0.251030656,0.005767045,0.005988705,5.181430964,19.79160841,P07
Treponema.sp..OMZ.804,0.233383106,0.00887987,0.009147382,0.247234453,0.944366049,P07
Neisseria.flavescens,0.262783051,0.011310682,0.012618091,5.149993581,19.67152645,P07
Actinomyces.sp..oral.taxon.897,0.543413665,0.001351491,0.000641488,0.563452793,2.152231133,P07
Granulicatella.adiacens,0.167900366,0.000574008,0.000586583,5.678683472,21.69097307,P07
Streptococcus.constellatus,0.288617635,0.006117072,0.004169661,5.677323545,21.68577854,P07
Treponema.socranskii,0.190651001,0.020804646,0.02237956,0.569391414,2.174914995,P07
Haemophilus.influenzae,0.153305459,0.011363598,0.014411107,0.046698031,0.178373338,P07
Campylobacter.rectus,0.303975575,0.009356982,0.007521606,0.444382648,1.697416679,P07
Inoviridae.sp.,0.261556969,0.00091276,0.001048789,5.132093206,19.60315205,P07
Streptococcus.sp..oral.taxon.064,0.207935893,7.25E-13,0.000919881,4.260463998,16.27377372,P07
Haemophilus.parahaemolyticus,0.038263652,0.020483009,0.025761577,0.034401869,0.131405462,P07
Aggregatibacter.aphrophilus,0.220149903,0.000468831,0.000358941,6.167718212,23.55894818,P07
Fusobacterium.pseudoperiodonticum,0.388450056,0.001673488,0.001683344,5.053916038,19.30453727,P07
Prevotella.sp..oral.taxon.299,0.578973301,0.001180605,0.000622175,1.087810541,4.155130193,P07
Selenomonas.sp..oral.taxon.126,0.416341901,0.000446501,0.000280019,0.340404366,1.300248899,P07
TM7.phylum.sp..oral.taxon.952,0.448897145,0.000309488,0.00103706,4.205593583,16.06418418,P07
Prevotella.histicola,0.558912117,0.001428565,0.002595403,4.286906687,16.37477736,P07
Prevotella.veroralis,0.516781942,0.001760855,0.000853905,5.67239693,21.66696025,P07
Tannerella.forsythia,0.212618972,0.003801577,0.003671636,0.498232568,1.903108224,P07
Leptotrichia.sp..oral.taxon.212,0.542893874,0.000684036,0.000281845,5.425839309,20.72517951,P07
Campylobacter.gracilis,0.682385443,0.000171657,3.42E-05,5.762687563,22.01184507,P07
Schaalia.cardiffensis,0.415303207,0.002940859,0.001666206,6.119037278,23.37300072,P07
Caudovirales.sp.,0.462661056,0.000155871,0.000506658,4.158621013,15.88476218,P07
Haemophilus.haemolyticus,0.18457068,0.06218238,0.079423786,0.039293497,0.150090103,P07
Streptococcus.equi,0.134803477,0.000413597,0.000391317,6.090693659,23.26473606,P07
Streptococcus.infantis,0.384781205,0.00018737,0.001161933,4.315812358,16.48518889,P07
Porphyromonas.gingivalis,0.159001532,0.013969118,0.015179028,0.860994877,3.288758176,P07
Treponema.medium,0.205132467,0.009282986,0.010838434,0.305677009,1.167600167,P07
Campylobacter.blaseri,0.677931021,1.48E-06,4.36E-07,5.514742529,21.0647648,P07
Streptococcus.agalactiae,0.150528977,0.014467441,0.019207572,0.103170971,0.394084081,P07
Lachnospiraceae.bacterium.oral.taxon.500,0.251006073,0.000752775,0.000609741,0.477657537,1.824517395,P07
Filifactor.alocis,0.165392387,0.027532271,0.030298728,0.737046173,2.815309003,P07
Treponema.sp..OMZ.838,0.211136736,0.003634943,0.004088025,0.30479199,1.164219643,P07
Prevotella.denticola,0.214617172,0.001453992,0.001692143,0.214727103,0.820197117,P07
Treponema.denticola,0.191587623,0.014462306,0.015595271,0.600253525,2.292799575,P07
Fretibacterium.fastidiosum,0.185297517,0.008055854,0.007909427,0.755085578,2.884214452,P07
Olsenella.uli,0.255834498,0.011073915,0.009386619,0.737891214,2.81853682,P07
Actinomyces.sp..oral.taxon.848,0.186256164,0.000737437,0.000876919,0.090270677,0.344808586,P07
Neisseria.meningitidis,0.149129829,0.008475754,0.008313909,5.878094476,22.452667,P07
Treponema.sp..OMZ.806,0.204517221,0.025018173,0.029384989,0.296791873,1.133661448,P07
Leptotrichia.wadei,0.526534319,0.000739636,0.00034571,5.83755511,22.29781803,P07
Capnocytophaga.sp..FDAARGOS_737,0.415020266,0.002053589,0.001677669,5.087502222,19.43282704,P07
Dialister.pneumosintes,0.249566399,0.000744441,0.000702106,0.486980064,1.860126825,P07
Selenomonas.sp..oral.taxon.920,0.156169039,7.75E-05,6.33E-05,2.130923294,8.139527413,P07
Actinomyces.radicidentis,0.233978013,0.000245032,0.00020961,5.453275208,20.82997693,P07
Corynebacterium.matruchotii,0.072219793,1.45E-05,1.79E-05,1.618631305,6.182716156,P07
Selenomonas.sp..oral.taxon.136,0.591856757,0.000199509,9.88E-05,3.095239062,11.82294232,P07
Neisseria.sp..oral.taxon.014,0.242249977,0.001028099,0.000871676,6.251305785,23.87822919,P07
Capnocytophaga.endodontalis,0.351115157,0.00078391,0.000794792,5.057021462,19.31639911,P07
Prevotella.scopos,0.565191094,7.36E-05,0.000173752,4.092882721,15.6336604,P07
Streptococcus.milleri,0.241296909,0.004231857,0.003278957,6.021866695,23.00183643,P07
Arachnia.rubra,0.211275625,0.001098889,0.001352562,0.180824718,0.690699545,P07
Selenomonas.sp..oral.taxon.478,0.353890012,0.00026692,0.000125917,2.420498543,9.245623388,P07
Capnocytophaga.leadbetteri,0.442433067,0.001865992,0.001740481,4.936565376,18.85629075,P07
Eikenella.corrodens,0.438628034,0.001676181,0.002422008,4.686165156,17.89983237,P07
Aggregatibacter.segnis,0.11419357,0.000476834,0.000614811,0.238873663,0.91243018,P07
Actinomyces.sp..ZJ750,0.385845117,2.15E-05,0.000148006,4.117737749,15.72859961,P07
Actinomyces.howellii,0.183628785,0.000184456,0.000162056,5.900187803,22.53705729,P07
Prevotella.enoeca,0.185247651,0.000168722,0.000195245,0.509705819,1.946932815,P07
Kingella.denitrificans,0.191786,0.004606768,0.005290426,6.28236743,23.99687594,P07
Staphylococcus.aureus,0.389086738,0.00011058,0.000171955,4.349361359,16.61333663,P07
Actinomyces.slackii,0.354260889,1.76E-05,0.000112683,4.051230838,15.47456192,P07
Actinomyces.sp..ZJ34,0.392574878,2.11E-05,0.000148507,4.132991705,15.78686543,P07
Propionibacterium.acidifaciens,0.644646734,5.65E-05,6.50E-05,3.764764272,14.38034024,P07
Veillonella.rodentium,0.441052461,7.31E-05,0.000321307,4.194841646,16.0231148,P07
Prevotella.sp..oral.taxon.475,0.19957041,0.00152943,0.001596169,0.517891268,1.978198928,P07
Aggregatibacter.sp..oral.taxon.513,0.709729944,2.23E-05,1.43E-05,3.254194014,12.43010552,P07
Haemophilus.sp..oral.taxon.036,0.180735116,0.001344288,0.00170092,0.096034886,0.366826242,P07
bacterium,0.459548204,3.25E-05,0.000131465,4.106183188,15.68446444,P07
Actinomyces.sp..Chiba101,0.254724173,8.78E-06,1.22E-05,2.645382638,10.10461736,P07
Treponema.putidum,0.187936979,0.003977979,0.004403745,0.591869777,2.260776016,P07
Actinomyces.weissii,0.299586676,0.000136175,0.002242939,4.110118945,15.69949792,P07
Ottowia.sp..oral.taxon.894,0.41472264,4.34E-05,0.000110144,4.063850199,15.52276433,P07
Actinomyces.procaprae,0.325282222,5.15E-06,0.000129059,4.171463018,15.93381502,P07
Treponema.parvum,0.192575439,0.025544013,0.029435025,0.46791193,1.787291917,P07
Neisseria.lactamica,0.337148616,0.000287114,0.001893663,4.168859353,15.92386975,P07
Prevotella.fusca,0.612942278,3.95E-05,7.06E-05,4.047445122,15.46010155,P07
Treponema.pedis,0.213939114,0.000629032,0.000686058,0.381461819,1.457076819,P07
Capnocytophaga.sp..oral.taxon.878,0.430472225,0.000716486,0.000951305,4.749489816,18.14171475,P07
Anaerolineaceae.bacterium.oral.taxon.439,0.206983468,0.000996711,0.000946378,0.670472129,2.561014885,P07
Mycoplasma.salivarium,0.342740824,0.000131488,9.74E-05,6.227457385,23.78713502,P07
Abiotrophia.defectiva,0.200213535,0.000173213,0.000243322,0.179507207,0.685667022,P07
TM7.phylum.sp..oral.taxon.349,0.078905097,-4.33E-14,0.000126042,3.838808183,14.66316715,P07
Actinomyces.israelii,0.241892843,3.05E-06,4.10E-06,2.59056087,9.895213629,P07
Enterococcus.cecorum,0.208951868,0.000275126,0.000316537,6.042702273,23.08142247,P07
Neisseria.cinerea,0.436625438,5.69E-05,0.000364571,4.180404839,15.96797026,P07
Neisseria.gonorrhoeae,0.451102893,0.000121587,0.000592693,4.142842763,15.8244937,P07
Neisseria.sp..KEM232,0.250544813,0.000175174,0.000167844,5.909321719,22.57194629,P07
Fusobacterium.hwasookii,0.243353742,0.00018317,0.000145923,6.01224642,22.96508968,P07
Streptococcus.periodonticum,0.216094939,0.003351404,0.003382343,6.130799304,23.41792835,P07
X.Eubacterium..minutum,0.166985926,0.002078454,0.002279277,0.823016862,3.143692846,P07
Leptotrichia.trevisanii,0.107370807,7.23E-05,9.71E-05,1.455428906,5.559328913,P07
Prevotella.multiformis,0.121425177,0.000168892,0.000237251,1.391289345,5.314333837,P07
Cutibacterium.acnes,0.386189898,4.25E-05,4.98E-05,4.519131763,17.26181181,P07
Leptotrichia.sp..oral.taxon.218,0.200213563,3.05E-06,4.28E-06,1.391289273,5.314333563,P07
Actinomyces.sp..432,0.342778089,4.67E-06,9.39E-05,4.183000158,15.97788365,P07
Fusobacterium.necrophorum,0.203907939,0.000613081,0.000619368,0.650371402,2.484235764,P07
Candidatus.Saccharibacteria.bacterium.oral.taxon.957,0.207936803,-6.82E-15,9.72E-06,3.593517671,13.72622641,P07
Peptostreptococcus.anaerobius,0.500177024,2.88E-05,8.48E-05,4.057566106,15.49876086,P07
Actinomyces.qiguomingii,0.207937108,1.32E-14,7.67E-06,3.593515613,13.72621855,P07
Porphyromonas.asaccharolytica,0.397148038,0.000160792,0.000103211,5.654837008,21.59988629,P07
Prevotella.dentalis,0.195790084,0.000162128,0.0001704,0.681817684,2.604351711,P07
Bergeyella.cardium,0.381269,3.50E-06,6.90E-05,4.241289026,16.20053073,P07
Leptotrichia.sp..oral.taxon.221,0.037312028,1.23E-05,1.73E-05,1.391289283,5.314333601,P07
Streptococcus.dysgalactiae,0.038371791,0.004665226,0.006296049,0.12124037,0.463104101,P07
Clostridioides.difficile,0.207431214,2.17E-05,2.62E-05,1.673089423,6.390730846,P07
Dolosigranulum.pigrum,0.202913521,0.000116615,0.000153243,0.077952895,0.297758126,P07
Enterococcus.faecalis,0.199274233,0.000486715,0.000547708,6.076915603,23.21210777,P07
Schaalia.sp..ZJ405,0.356035468,3.05E-06,6.12E-05,4.20303611,16.05441535,P07
Porphyromonas.endodontalis,0.186242163,0.000309964,0.000370578,0.454927674,1.737695712,P07
Abiotrophia.para.adiacens,0.199584555,2.11E-13,5.26E-05,4.246922199,16.22204786,P07
Porphyromonas.cangingivalis,0.365527184,0.000147212,0.00010579,5.526596572,21.11004391,P07
Corynebacterium.diphtheriae,0.385371437,1.70E-05,0.000155417,4.166442984,15.91463991,P07
Actinomyces.wuliandei,0.207936521,7.07E-15,6.81E-06,3.593516722,13.72622279,P07
Treponema.phagedenis,0.195455247,0.000287393,0.00034797,0.412978973,1.577463478,P07
Desulfobulbus.oralis,0.291391503,0.000302174,0.000237838,0.296274271,1.131684354,P07
Actinomyces.marmotae,0.346098902,8.20E-12,8.31E-06,3.593515091,13.72621656,P07
Peptacetobacter.hiranonis,0.038757062,2.20E-05,2.79E-05,1.562694021,5.969051472,P07
Streptococcus.pyogenes,0.083681503,0.000166916,0.000234476,1.3912893,5.314333663,P07
Slackia.heliotrinireducens,0.08725321,4.78E-05,6.36E-05,1.472321719,5.623854706,P07
Fusobacterium.sp..oral.taxon.203,0.207937935,-1.27E-13,0.000125841,4.260460127,16.27375894,P07
Capnocytophaga.sp..oral.taxon.902,0.499659674,5.99E-05,0.000118582,4.398858679,16.80240247,P07
Campylobacter.curvus,0.326468054,2.28E-05,9.51E-05,3.410539219,13.02730021,P07
Fusobacterium.canifelinum,0.346101786,5.16E-10,0.000155332,4.260464878,16.27377709,P07
Leptotrichia.hongkongensis,0.207935953,5.83E-14,2.59E-05,4.260463654,16.27377241,P07
Bacteroides.heparinolyticus,0.176517653,0.009995836,0.010944039,0.611171531,2.334503287,P07
Aggregatibacter.actinomycetemcomitans,0.130315914,0.000145404,0.00019147,0.081462409,0.311163482,P07
Corynebacterium.vitaeruminis,0.40040142,3.34E-05,0.00017622,4.266469642,16.29671359,P07
Pseudoleptotrichia.goodfellowii,0.200213558,1.48E-05,2.08E-05,1.391289256,5.314333495,P07
Actinomyces.gaoshouyii,0.343486402,2.30E-12,5.87E-06,3.593517426,13.72622547,P07
Berryella.intestinalis,0.200213561,1.96E-05,2.76E-05,1.391289252,5.314333481,P07
Haemophilus.pittmaniae,0.200213593,1.11E-05,1.56E-05,0.179507405,0.68566778,P07
Actinomyces.succiniciruminis,0.349689313,-1.67E-12,1.04E-05,3.593516442,13.72622172,P07
Treponema.brennaborense,0.200213632,9.55E-06,1.34E-05,1.391289363,5.314333904,P07
Carnobacterium.divergens,0.207935892,5.68E-14,0.000162808,4.260463994,16.27377371,P07
Porphyromonas.crevioricanis,0.119794111,2.19E-05,3.08E-05,1.391289559,5.314334654,P07
Bacteroides.zoogleoformans,0.167177085,0.000480919,0.000538955,0.645196753,2.46447006,P07
Mannheimia.granulomatis,0.207578939,5.30E-05,5.86E-05,5.900901507,22.53978344,P07
Klebsiella.pneumoniae,0.173182619,-6.84E-13,0.00020686,4.205439871,16.06359704,P07
Faecalibacterium.prausnitzii,0.195660553,4.95E-06,5.70E-06,2.193281087,8.37771664,P07
Actinomyces.sp..Z16,0.346107565,4.00E-10,7.82E-06,3.59349838,13.72615272,P07
Actinomyces.lilanjuaniae,0.207936023,1.00E-14,4.61E-06,3.593517881,13.72622721,P07
Cryptobacterium.curtum,0.221026477,0.000146358,0.000166965,0.258512876,0.987446451,P07
Desulfomicrobium.orale,0.163072786,0.000205298,0.000226737,0.741797207,2.833456614,P07
Carnobacterium.maltaromaticum,0.187785674,0.000328706,0.000385634,6.090829922,23.26525655,P07
Capnocytophaga.sp..oral.taxon.864,0.377735478,1.30E-05,0.000285074,4.243260345,16.20806061,P07
Histophilus.somni,0.095161027,0.000478944,0.000623268,0.080752071,0.308450192,P07
Fusobacterium.periodonticum,0.200213619,5.67E-05,7.97E-05,1.391289314,5.31433372,P07
Actinobacillus.porcitonsillarum,0.244363799,2.08E-05,2.65E-05,0.150918108,0.576464711,P07
Treponema.succinifaciens,0.137444446,2.44E-05,3.43E-05,1.391290166,5.314336973,P07
Parascardovia.denticolens,0.189223343,0.000489498,0.000583858,0.496096948,1.894950757,P07
Candidatus.Saccharibacteria.bacterium.oral.taxon.955,0.207936447,-1.65E-14,6.84E-06,3.593517676,13.72622643,P07
Clostridiales.bacterium,0.095696956,7.56E-05,0.000103114,1.433631805,5.47607012,P07
Mobiluncus.curtisii,0.024760372,1.07E-05,1.22E-05,2.170463286,8.29055906,P07
Aminipila.terrae,0.200213559,2.34E-05,3.29E-05,1.391289292,5.314333634,P07
Capnocytophaga.ochracea,0.454215781,0.000107108,0.000466269,4.116257981,15.72294731,P07
Capnocytophaga.haemolytica,0.38365966,4.43E-06,8.15E-05,4.239950767,16.19541895,P07
Candidatus.Gracilibacteria.bacterium.HOT.871,0.202859068,0.000119394,0.000147365,0.234930014,0.897366551,P07
Leptotrichia.hofstadii,0.200213572,7.00E-06,9.83E-06,1.391289289,5.314333623,P07
Collinsella.aerofaciens,0.062038688,3.07E-05,3.65E-05,1.721196187,6.57448515,P07
Kingella.kingae,0.196282258,0.000193147,0.000255843,0.273334861,1.044062263,P07
Haemophilus.parainfluenzae,0.03758703,0.211122354,0.24429383,1.269571567,4.849406172,P08
Actinomyces.naeslundii,0.060629173,0.086076814,0.079266018,0.638352728,2.438327812,P08
Actinomyces.pacaensis,0.009478943,0.032605517,0.034661659,1.014292134,3.874310565,P08
Actinomyces.sp..oral.taxon.414,0.002168404,0.011594338,0.011802532,0.596477121,2.278374773,P08
Schaalia.meyeri,0.025781107,0.024279168,0.025641866,0.893145825,3.411565752,P08
Schaalia.odontolytica,0.011384123,0.535167578,0.567559913,0.960399148,3.668454522,P08
Rothia.dentocariosa,0.036192474,0.076676096,0.069784854,0.495104017,1.89115804,P08
Rothia.mucilaginosa,0.023593765,1.953274311,2.002755381,0.584885644,2.234098592,P08
Gemella.morbillorum,0.19426067,0.025465397,0.024941611,0.175063291,0.668692514,P08
Streptococcus.cristatus,0.023176242,0.025978689,0.026597035,0.507428853,1.938235445,P08
Streptococcus.gordonii,0.034961325,0.016021232,0.015588092,0.533621928,2.038285623,P08
Streptococcus.mitis,0.038077481,1.368064261,1.51687234,0.304626764,1.163588526,P08
Streptococcus.oralis,0.023818029,0.299117219,0.306157534,0.779813818,2.978669373,P08
Streptococcus.salivarius,0.097923325,1.050110404,1.067461517,0.499129581,1.906534563,P08
Veillonella.nakazawae,0.004940947,0.043535749,0.046438707,1.059247106,4.046025911,P08
Veillonella.atypica,0.006883118,0.103714084,0.115135952,1.075078657,4.106497979,P08
Veillonella.parvula,0.000959114,0.032858234,0.036410764,1.214188791,4.637859549,P08
Myoviridae.sp.,0.022441549,0.017244423,0.016173747,0.758220946,2.896190676,P08
Siphoviridae.sp.,0.023585536,0.111474543,0.109983716,0.542048925,2.070474381,P08
Prevotella.melaninogenica,0.027274833,0.216639757,0.270951367,1.290344268,4.928752044,P08
Gemella.haemolysans,0.020764875,0.825529707,0.980523918,0.103233881,0.394324378,P08
Streptococcus.pneumoniae,0.034381027,0.177990912,0.199786305,0.309727719,1.183072741,P08
Streptococcus.thermophilus,0.111207855,0.009470144,0.008912594,0.569244959,2.174355576,P08
